3.500000000000000000e+02;3.776557601614099440e+02;4.044135780514629914e+02;4.294000049232041647e+02;4.517899109589862405e+02;4.708289926609421059e+02;4.858543482840846650e+02;4.963125600678535534e+02;5.017747900299713137e+02;5.019484775487023853e+02;4.966853196539655073e+02;4.859853163457607934e+02;4.699967705941694476e+02;4.490122430209268032e+02;4.234605716083106017e+02;3.938951741168809804e+02;3.609789522916252622e+02;3.254662096304105035e+02;2.881820759508836431e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.664186956955818459e+02;3.822459669455937501e+02;3.969065218216126141e+02;4.098568933764950089e+02;4.206002640059831492e+02;4.287000173378418708e+02;4.337916479883193688e+02;4.355927043188213474e+02;4.339104929803153823e+02;4.286473350855785043e+02;4.198032306346107134e+02;4.074758585146350356e+02;3.918579120746838953e+02;3.732318429533514745e+02;3.519621565343896918e+02;3.284854691900335979e+02;3.032985985245411484e+02;2.769450114850555451e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.590174686528976054e+02;3.676453990403908278e+02;3.755048784855050030e+02;3.822379556497713793e+02;3.875174045126313445e+02;3.910556502442622104e+02;3.926126134972836326e+02;3.920022591455135625e+02;3.890976708372536450e+02;3.838345129425167670e+02;3.762127854613029285e+02;3.662968240235992425e+02;3.542135449811042349e+02;3.401489834599997266e+02;3.243432188076661760e+02;3.070838258539261005e+02;2.886980306193382830e+02;2.695437844423713614e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.541426935811749672e+02;3.580288200533119607e+02;3.614088107892869175e+02;3.640469032254609374e+02;3.657275718498291326e+02;3.662614071761551031e+02;3.654902823410017731e+02;3.632916663923598435e+02;3.595819666146044824e+02;3.543188087198676044e+02;3.475021927081492095e+02;3.391744928673173831e+02;3.294193019129970708e+02;3.183591507971974579e+02;3.061521663833556204e+02;2.929877581577079582e+02;2.790814516322593590e+02;2.646690093706487232e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.509319513808828788e+02;3.516949163301715657e+02;3.521245179256108031e+02;3.520654725282249728e+02;3.513758255151951744e+02;3.499308234319213966e+02;3.476263169410564160e+02;3.443816017449310607e+02;3.401416199884146749e+02;3.348784620936777969e+02;3.285921280607203698e+02;3.213105274673720260e+02;3.130887181687633642e+02;3.040074044625634428e+02;2.941707356861196558e+02;2.837034652940318438e+02;2.727475479091190209e+02;2.614582671703566916e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.488172147366149147e+02;3.475231275445842130e+02;3.460094725217331870e+02;3.441739730039411711e+02;3.419231314059236979e+02;3.391747795916288055e+02;3.358603202067922098e+02;3.319265978359416067e+02;3.273373489435652459e+02;3.220741910488283679e+02;3.161371241517309727e+02;3.095445307331078766e+02;3.023326743284708300e+02;2.945547103532920232e+02;2.862792361618358541e+02;2.775884198901541708e+02;2.685757591235316113e+02;2.593435305260886707e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.474243557664356672e+02;3.447754031660198279e+02;3.419818334930479864e+02;3.389762828185664034e+02;3.356971695027493183e+02;3.320903739815020117e+02;3.281107150070901071e+02;3.237231820747990696e+02;3.189038904182373244e+02;3.136407325235004464e+02;3.079337083905884356e+02;3.017949255334057739e+02;2.952482687183440362e+02;2.883287484501177005e+02;2.810815459764611433e+02;2.735607808614690271e+02;2.658280347449672263e+02;2.579506715559093664e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.465069573205972802e+02;3.429656305124662481e+02;3.393290525120430061e+02;3.355528544599879410e+02;3.315964759680077236e+02;3.274242715005147488e+02;3.230064826919171992e+02;3.183200500772578039e+02;3.133492420943067600e+02;3.080860841995698820e+02;3.025305763930472267e+02;2.966906932182328660e+02;2.905821662373567733e+02;2.842280549153761058e+02;2.776581176178827377e+02;2.709079998804641605e+02;2.640182620914137601e+02;2.570332731100710362e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.459027181790578425e+02;3.417736342980347217e+02;3.375818137741468377e+02;3.332980333166854621e+02;3.288955780622081875e+02;3.243509702863730126e+02;3.196446098150566968e+02;3.147613086660107911e+02;3.096907053374255838e+02;3.044275474426887058e+02;2.989718349818001570e+02;2.933288203413723068e+02;2.875088650232149803e+02;2.815271570095765128e+02;2.754032964745802019e+02;2.691607611425679352e+02;2.628262658769821769e+02;2.564290339685315985e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.455047395888121855e+02;3.409885329360325841e+02;3.364310051589370687e+02;3.318129085073568376e+02;3.271166473921277316e+02;3.223267583468943940e+02;3.174303318311621638e+02;3.124173643689091477e+02;3.072810314173349298e+02;3.020178735225980517e+02;2.966278906846985137e+02;2.911145423574778874e+02;2.854846530837364753e+02;2.797482263394961137e+02;2.739181716652515775e+02;2.680099525273581094e+02;2.620411645149799824e+02;2.560310553782859415e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.452426133089912810e+02;3.404714304979920598e+02;3.356730317692012022e+02;3.308347397041084719e+02;3.259449650704237342e+02;3.209935229461229937e+02;3.159719105375710910e+02;3.108735391135669488e+02;3.056939137287553194e+02;3.004307558340184414e+02;2.950840654293563148e+02;2.896561210638867010e+02;2.841514176829649614e+02;2.785765440177920595e+02;2.729400028620031549e+02;2.672519791376222429e+02;2.615240620769394582e+02;2.557689290984650086e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.450699653619487890e+02;3.401308439898427878e+02;3.351737970120447585e+02;3.301904745207122005e+02;3.251732433355167018e+02;3.201153952169049717e+02;3.150113298493870957e+02;3.098567076035436116e+02;3.046485679098041714e+02;2.993854100150672934e+02;2.940672339193329776e+02;2.886955403757027057e+02;2.832732899537469962e+02;2.778048222828850271e+02;2.722957376786069403e+02;2.667527443804658560e+02;2.611834755687902998e+02;2.555962811514226019e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.449562517974853790e+02;3.399065186705253154e+02;3.348449789478118532e+02;3.297661330111913571e+02;3.246649533109118693e+02;3.195370215040742323e+02;3.143786489755086677e+02;3.091869774535809938e+02;3.039600569763921385e+02;2.986968990816552605e+02;2.933975037693703598e+02;2.880628595018243345e+02;2.826949162409163137e+02;2.772965322582802514e+02;2.718713961690860970e+02;2.664239263162329507e+02;2.609591502494728275e+02;2.554825675869591635e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.448813550207528351e+02;3.397587681058882367e+02;3.346284048455164566e+02;3.294866429481817249e+02;3.243301710475307118e+02;3.191560790277543447e+02;3.139619374039610875e+02;3.087458635921915970e+02;3.035065732614016270e+02;2.982434153666647489e+02;2.929563899079809630e+02;2.876461479302766975e+02;2.823139737645963123e+02;2.769617499948990371e+02;2.715919061060764079e+02;2.662073522139374404e+02;2.608113996848356351e+02;2.554076708102265911e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.448320246951105332e+02;3.396614530572925332e+02;3.344857595748116523e+02;3.293025584465042357e+02;3.241096686602137424e+02;3.189051734851171318e+02;3.136874727551448814e+02;3.084553265173401542e+02;3.032078888545432278e+02;2.979447309598063498e+02;2.926658528331295770e+02;2.873716832814606050e+02;2.820630682219592131e+02;2.767412476075821246e+02;2.714078216043989187e+02;2.660647069432326930e+02;2.607140846362399316e+02;2.553583404845842608e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.447995335635273477e+02;3.395973570674976258e+02;3.343918070983208963e+02;3.291813122619603860e+02;3.239644360474660516e+02;3.187399160112481695e+02;3.135066982132476596e+02;3.082639659656735489e+02;3.030111621101170272e+02;2.977480042153801492e+02;2.924744922814629717e+02;2.871909087395633264e+02;2.818978107480901940e+02;2.765960149948344338e+02;2.712865754198551258e+02;2.659707544667419370e+02;2.606499886464450242e+02;2.553258493530010185e+02;2.500000000000000284e+02
3.500000000000000000e+02;3.447781334690050699e+02;3.395551406172458542e+02;3.343299258470523796e+02;3.291014541688973623e+02;3.238687794332128078e+02;3.186310701388832740e+02;3.133876321144292660e+02;3.081379274531952319e+02;3.028815891860413103e+02;2.976184312913044323e+02;2.923484537689845979e+02;2.870718426407448760e+02;2.817889648757252417e+02;2.765003583805811331e+02;2.712067173267921021e+02;2.659088732154734203e+02;2.606077721961932525e+02;2.553044492584787974e+02;2.500000000000000284e+02
